ANO,UF,Codmun6,Codmun7,Município,ESPVIDA,FECTOT,MORT1,MORT5,RAZDEP,SOBRE40,SOBRE60,T_ENV,E_ANOSESTUDO,T_ANALF11A14,T_ANALF15A17,T_ANALF15M,T_ANALF18A24,T_ANALF18M,T_ANALF25A29,T_ANALF25M,T_ATRASO_0_BASICO,T_ATRASO_0_FUND,T_ATRASO_0_MED,T_ATRASO_1_BASICO,T_ATRASO_1_FUND,T_ATRASO_1_MED,T_ATRASO_2_BASICO,T_ATRASO_2_FUND,T_ATRASO_2_MED,T_FBBAS,T_FBFUND,T_FBMED,T_FBPRE,T_FBSUPER,T_FLBAS,T_FLFUND,T_FLMED,T_FLPRE,T_FLSUPER,T_FREQ0A3,T_FREQ11A14,T_FREQ15A17,T_FREQ18A24,T_FREQ25A29,T_FREQ4A5,T_FREQ4A6,T_FREQ5A6,T_FREQ6,T_FREQ6A14,T_FREQ6A17,T_FREQFUND1517,T_FREQFUND1824,T_FREQFUND45,T_FREQMED1824,T_FREQMED614,T_FREQSUPER1517,T_FUND11A13,T_FUND12A14,T_FUND15A17,T_FUND16A18,T_FUND18A24,T_FUND18M,T_FUND25M,T_MED18A20,T_MED18A24,T_MED18M,T_MED19A21,T_MED25M,T_SUPER25M,CORTE1,CORTE2,CORTE3,CORTE4,CORTE9,GINI,PIND,PINDCRI,PMPOB,PMPOBCRI,PPOB,PPOBCRI,PREN10RICOS,PREN20,PREN20RICOS,PREN40,PREN60,PREN80,PRENTRAB,R1040,R2040,RDPC,RDPC1,RDPC10,RDPC2,RDPC3,RDPC4,RDPC5,RDPCT,RIND,RMPOB,RPOB,THEIL,CPR,EMP,P_AGRO,P_COM,P_CONSTR,P_EXTR,P_FORMAL,P_FUND,P_MED,P_SERV,P_SIUP,P_SUPER,P_TRANSF,REN0,REN1,REN2,REN3,REN5,RENOCUP,T_ATIV,T_ATIV1014,T_ATIV1517,T_ATIV1824,T_ATIV18M,T_ATIV2529,T_DES,T_DES1014,T_DES1517,T_DES1824,T_DES18M,T_DES2529,THEILtrab,TRABCC,TRABPUB,TRABSC,T_AGUA,T_BANAGUA,T_DENS,T_LIXO,T_LUZ,AGUA_ESGOTO,PAREDE,T_CRIFUNDIN_TODOS,T_FORA4A5,T_FORA6A14,T_FUNDIN_TODOS,T_FUNDIN_TODOS_MMEIO,T_FUNDIN18MINF,T_M10A14CF,T_M15A17CF,T_MULCHEFEFIF014,T_NESTUDA_NTRAB_MMEIO,T_OCUPDESLOC_1,T_RMAXIDOSO,T_SLUZ,HOMEM0A4,HOMEM10A14,HOMEM15A19,HOMEM20A24,HOMEM25A29,HOMEM30A34,HOMEM35A39,HOMEM40A44,HOMEM45A49,HOMEM50A54,HOMEM55A59,HOMEM5A9,HOMEM60A64,HOMEM65A69,HOMEM70A74,HOMEM75A79,HOMEMTOT,HOMENS80,MULH0A4,MULH10A14,MULH15A19,MULH20A24,MULH25A29,MULH30A34,MULH35A39,MULH40A44,MULH45A49,MULH50A54,MULH55A59,MULH5A9,MULH60A64,MULH65A69,MULH70A74,MULH75A79,MULHER80,MULHERTOT,PEA,PEA1014,PEA1517,PEA18M,peso1,PESO1114,PESO1113,PESO1214,peso13,PESO15,peso1517,PESO1524,PESO1618,PESO18,Peso1820,PESO1824,Peso1921,PESO25,peso4,peso5,peso6,PESO610,Peso617,PESO65,PESOM1014,PESOM1517,PESOM15M,PESOM25M,pesoRUR,pesotot,pesourb,PIA,PIA1014,PIA1517,PIA18M,POP,POPT,I_ESCOLARIDADE,I_FREQ_PROP,IDHM,IDHM_E,IDHM_L,IDHM_R
1991,11,110025,1100254,PRESIDENTE MÉDICI,63.84,3.36,39.23,50.06,78.11,85.83,70.25,2.79,7.15,9.19,9.04,28.63,13.3,31.26,17.94,37.56,32.42,34.62,80.77,23.88,25.3,19.23,43.71,40.08,0.0,66.03,81.4,6.47,9.36,0.93,61.58,71.16,2.32,9.36,0.16,,66.34,28.38,11.09,3.75,,,25.52,36.27,71.28,62.48,22.13,6.46,,1.94,0.0,0.0,21.32,24.76,4.03,6.16,10.29,11.1,11.39,3.75,3.29,5.37,3.56,6.12,1.04,56.41,94.02,135.81,253.85,376.08,0.52,28.81,35.74,60.64,69.28,80.19,84.35,40.31,3.71,56.72,11.49,23.51,43.28,95.76,14.04,9.87,187.85,34.86,757.31,73.05,112.95,185.62,532.79,188.91,43.16,74.24,101.9,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.1,25.79,55.22,50.44,40.43,2.05,,,,28.72,39.11,32.85,,0.0,9.09,9.1,,,2.94,59.57,2079,2089,1698,1431,1235,1065,906,692,543,505,400,2149,292,256,159,71,15626,59,1923,1943,1622,1334,1155,946,827,653,421,420,305,2027,244,148,54,56,26,14102,,,,,790,3161,2401,2350,2422,17519,2073,6084,1977,15446,1814,4011,1781,11435,790,832,826,4215,9449,829,1943,912,8209,5253,18924,29727,10803,,,,,29619,29453,0.111,0.137,0.348,0.128,0.647,0.507
1991,11,110026,1100262,RIO CRESPO,59.66,4.29,54.65,69.43,74.52,81.05,62.51,1.69,7.26,12.89,7.03,25.38,11.53,27.9,18.72,34.04,20.04,22.36,0.0,28.46,31.75,0.0,51.5,45.89,0.0,52.49,67.32,5.91,0.0,0.0,48.41,57.21,0.0,0.0,0.0,,58.94,20.78,7.13,0.0,,,0.0,0.0,57.21,48.41,20.78,2.84,,2.61,0.0,0.0,11.0,16.67,9.2,14.58,18.63,10.42,6.55,0.0,3.73,1.86,0.0,0.98,0.0,40.29,80.59,117.53,202.81,250.72,0.51,36.0,38.73,64.02,68.71,90.16,93.85,36.87,2.33,52.92,10.67,24.21,47.08,98.7,13.83,9.92,140.95,16.41,519.75,58.76,95.44,161.16,373.0,155.93,32.9,60.99,99.1,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.32,12.68,65.31,0.0,23.89,1.87,,,,42.79,38.76,34.01,,0.0,15.18,11.89,,,0.67,76.11,189,199,158,166,134,100,77,70,63,57,46,188,40,16,10,5,1514,1,171,181,136,115,86,68,63,46,54,33,30,178,9,6,6,2,1,1182,,,,,73,291,227,209,226,1590,192,574,184,1398,162,382,167,1017,62,72,68,383,866,46,181,108,652,402,2696,2696,0,,,,,2577,2329,0.104,0.051,0.259,0.065,0.578,0.461
1991,11,110028,1100288,ROLIM DE MOURA,64.87,4.51,35.88,45.83,71.09,86.92,72.15,2.49,8.13,6.8,6.84,21.79,8.56,23.74,12.8,29.33,32.51,36.35,59.64,22.86,25.2,25.14,44.63,38.45,15.22,69.7,87.02,13.26,11.74,2.62,62.99,71.11,5.0,11.74,1.34,,68.96,38.17,14.04,4.56,,,22.36,33.79,71.22,63.46,31.53,7.07,,3.68,0.0,0.0,25.13,34.38,7.17,9.47,21.3,15.71,13.67,5.68,8.66,7.45,8.99,7.0,1.65,54.24,95.9,175.11,319.67,507.71,0.58,27.75,34.04,50.01,57.1,74.23,78.96,46.19,2.6,62.21,8.62,19.41,37.79,95.62,21.43,14.43,251.8,32.75,1163.08,75.79,135.87,231.42,783.16,255.62,40.7,66.84,105.75,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.39,29.29,50.02,32.21,52.72,4.06,,,,28.78,37.56,29.67,,0.32,10.74,10.15,,,2.64,47.28,2986,2827,2478,2194,1968,1642,1397,1052,816,669,578,2909,403,310,180,93,22564,62,2924,2745,2653,2135,1876,1603,1263,918,710,548,427,2770,347,206,120,70,51,21366,,,,,1198,4370,3281,3219,3484,26769,3085,9460,3048,23684,2975,6375,2801,17309,1228,1104,1082,5777,13232,1092,2745,1499,12927,8139,15658,43930,28272,,,,,42961,42319,0.157,0.151,0.383,0.153,0.665,0.554
1991,11,110029,1100296,SANTA LUZIA D'OESTE,59.32,3.99,56.02,71.15,76.21,80.64,61.89,2.38,6.54,7.12,9.0,26.75,11.76,29.15,18.67,36.06,23.98,26.1,49.37,23.08,25.1,25.36,52.93,48.8,25.27,53.98,68.93,7.72,8.99,0.66,50.45,59.66,2.75,8.99,0.0,,56.5,25.25,4.82,3.87,,,16.88,27.51,59.66,51.26,19.19,2.57,,1.8,0.0,0.99,15.34,16.97,7.45,8.75,10.67,8.18,7.22,4.53,5.08,3.81,6.4,3.32,1.55,25.39,47.01,78.35,156.7,242.1,0.57,55.74,65.15,76.26,84.93,90.79,93.13,42.66,1.83,59.95,8.46,19.65,40.05,94.85,20.17,14.17,110.82,10.17,472.71,36.7,62.03,113.04,332.17,121.6,33.41,50.86,72.01,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.14,9.41,54.51,32.21,21.03,11.19,,,,40.34,44.45,41.8,,0.0,12.94,8.57,,,4.71,78.97,958,842,699,707,567,450,324,281,233,177,170,833,144,95,56,27,6577,14,870,780,711,578,499,370,328,212,199,156,122,755,69,42,27,18,15,5751,,,,,398,1278,969,932,1053,7290,867,2695,850,6423,837,1828,820,4595,377,314,329,1618,3763,294,780,429,3346,2057,8041,12328,4287,,,,,12248,11163,0.082,0.111,0.289,0.1,0.572,0.422
1991,11,110030,1100304,VILHENA,64.89,3.02,35.82,45.75,67.34,86.94,72.18,1.79,9.05,5.74,5.17,14.51,5.95,15.6,9.3,18.97,47.84,53.95,35.89,22.76,23.64,48.47,29.4,22.41,15.64,75.78,90.3,26.98,16.12,5.95,68.84,75.3,14.34,16.12,1.97,,76.88,46.64,14.87,3.18,,,33.0,43.65,76.25,69.46,30.89,7.2,,4.64,0.58,0.0,46.0,47.45,20.52,23.09,33.0,29.3,27.99,12.07,15.37,16.53,14.01,16.95,3.96,117.53,184.91,293.81,540.62,928.45,0.59,6.65,9.97,25.81,32.7,54.73,63.3,48.94,3.27,64.13,9.56,19.48,35.87,90.84,20.48,13.41,472.17,77.24,2310.87,148.47,234.22,386.95,1513.95,475.68,43.79,88.48,141.09,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.62,72.05,41.96,85.89,83.08,1.47,,,,23.75,27.45,18.58,,0.59,10.26,15.02,,,0.87,16.92,2620,2273,1898,1858,1798,1622,1262,892,719,525,417,2475,315,189,113,41,19035,23,2558,2235,2087,1974,1920,1581,1174,820,628,438,387,2357,250,144,84,42,41,18716,,,,,1025,3543,2657,2592,3144,23235,2436,7815,2372,20799,2328,5379,2354,15420,1009,1003,962,4794,10773,676,2235,1254,11566,7506,3238,37751,34513,,,,,37496,37210,0.293,0.279,0.498,0.284,0.665,0.655
1991,11,110032,1100320,SÃO MIGUEL DO GUAPORÉ,58.56,4.31,59.24,75.16,77.56,79.7,60.49,1.56,6.24,8.2,6.97,25.89,12.55,28.67,16.61,34.78,23.09,25.86,0.0,21.18,23.72,0.0,55.73,50.42,0.0,50.86,66.74,0.83,0.0,0.0,47.86,56.3,0.0,0.0,0.0,,56.99,24.33,4.19,5.23,,,7.18,12.69,56.3,48.6,21.27,2.98,,0.5,0.0,0.0,13.65,11.9,0.0,2.71,8.03,7.66,7.52,3.65,2.72,2.47,0.0,2.39,1.25,21.94,42.31,74.69,125.36,266.39,0.62,55.87,64.58,81.11,86.08,88.97,91.21,50.72,1.83,67.19,7.43,17.16,32.81,94.32,27.33,18.1,118.34,10.85,600.28,33.08,57.62,92.61,397.55,123.08,31.03,49.64,62.15,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.72,3.57,60.14,6.28,16.03,1.16,,,,43.7,41.3,37.15,,0.0,12.6,5.58,,,2.14,83.97,770,705,684,561,478,375,270,267,212,197,150,728,90,68,25,12,5596,9,771,695,543,438,398,325,262,203,160,136,94,735,49,18,13,8,12,4857,,,,,317,1116,808,831,913,6050,775,2225,722,5276,667,1450,650,3826,311,286,283,1461,3351,164,695,353,2656,1676,8234,10452,2218,,,,,10186,9794,0.077,0.061,0.252,0.066,0.559,0.433
1991,11,110033,1100338,NOVA MAMORÉ,57.82,4.99,62.46,79.17,85.61,78.77,59.13,2.24,7.97,13.62,13.5,31.25,20.08,33.59,20.31,38.46,30.8,34.9,29.61,25.71,27.97,54.15,43.48,37.12,16.23,63.58,77.32,7.96,11.13,0.0,61.65,66.53,6.32,11.13,0.0,,69.65,41.92,3.74,0.0,,,27.9,37.25,66.61,61.72,35.6,2.62,,0.8,0.0,0.0,18.59,28.33,9.14,11.66,16.09,12.04,10.57,1.34,3.66,3.92,1.47,4.02,0.96,56.41,94.02,150.43,282.06,488.9,0.51,28.82,38.58,55.94,67.01,78.07,86.35,37.24,4.06,56.34,11.47,23.48,43.66,93.54,12.99,9.82,199.35,40.48,742.4,73.86,119.66,201.15,561.6,200.13,47.37,72.94,104.6,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.83,11.6,65.98,66.2,48.98,4.63,,,,33.39,37.78,28.87,,0.0,12.56,33.65,,,4.26,51.02,570,523,377,362,328,232,192,193,123,126,94,544,72,59,23,18,3839,3,527,499,376,310,307,205,195,118,113,73,61,518,48,27,15,14,3,3409,,,,,218,815,630,582,642,4067,474,1425,454,3593,399,951,372,2642,237,221,205,1048,2337,162,499,199,1865,1179,3524,7248,3724,,,,,7147,7119,0.12,0.142,0.336,0.134,0.547,0.517
1991,11,110034,1100346,ALVORADA D'OESTE,60.89,4.41,49.76,63.3,80.48,82.52,64.8,2.1,7.29,9.89,7.89,25.52,10.48,28.07,17.79,34.42,28.55,30.77,19.87,27.48,28.81,80.13,43.97,40.42,0.0,67.75,84.43,8.42,2.49,0.36,62.67,74.11,2.16,2.49,0.09,,75.82,24.42,11.74,4.02,,,12.45,22.18,74.62,63.6,19.82,7.08,,2.44,0.0,0.0,25.24,31.44,8.01,4.62,10.26,10.41,10.46,0.85,2.69,4.73,1.34,5.45,0.83,26.86,56.41,97.78,188.04,313.4,0.58,46.52,52.95,70.37,75.52,88.7,90.6,45.33,1.92,61.34,7.82,18.91,38.66,93.99,23.2,15.7,138.64,13.28,628.51,40.9,76.89,136.94,425.2,145.77,32.07,54.43,81.25,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.59,14.04,59.58,29.79,28.42,4.63,,,,25.38,39.17,35.71,,0.0,4.94,12.61,,,3.68,71.58,1443,1457,1211,1049,922,705,566,489,362,319,255,1495,227,135,76,37,10766,18,1390,1422,1076,826,792,645,521,385,284,233,209,1378,119,81,42,28,8,9439,,,,,591,2274,1759,1660,1682,11620,1471,4162,1386,10149,1180,2691,1146,7458,560,544,529,2934,6679,425,1422,750,5249,3347,12625,20205,7580,,,,,20242,19253,0.104,0.116,0.313,0.112,0.598,0.458
1991,11,110037,1100379,ALTO ALEGRE DOS PARECIS,59.32,4.04,56.02,71.15,75.46,80.64,61.89,1.47,5.31,11.31,9.62,25.42,10.8,27.72,18.71,34.67,24.76,26.34,0.0,22.64,24.08,0.0,52.6,49.57,0.0,49.77,65.08,0.0,2.88,0.0,47.37,58.22,0.0,2.88,0.0,,54.76,12.1,3.94,0.0,,,8.01,10.03,58.22,47.37,12.1,2.9,,0.0,0.0,0.0,12.17,10.39,0.0,5.8,6.08,6.35,6.46,0.0,0.0,1.83,0.0,2.58,0.0,28.21,52.89,78.35,127.63,188.04,0.64,53.82,60.32,81.75,85.37,95.2,97.27,55.58,1.9,67.04,7.84,17.53,32.96,101.83,28.36,17.11,132.23,12.58,734.93,39.24,64.08,102.02,443.24,142.52,34.69,56.16,74.1,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.04,3.19,59.89,0.0,12.43,0.62,,,,41.78,42.44,39.79,,0.0,13.31,5.16,,,3.36,87.57,659,633,577,470,437,300,229,225,183,149,121,577,80,42,19,10,4714,6,582,566,501,375,301,236,204,168,159,99,60,567,45,24,15,7,5,3909,,,,,262,955,717,705,743,5041,640,1922,618,4402,628,1283,604,3119,237,233,195,1154,2748,127,566,322,2195,1320,8623,8623,0,,,,,8458,7847,0.064,0.05,0.241,0.054,0.572,0.451
1991,11,110040,1100403,ALTO PARAÍSO,59.66,5.34,54.65,69.43,71.99,81.05,62.51,1.89,5.96,10.9,7.56,22.06,8.82,24.23,14.35,29.9,25.61,27.34,0.0,24.11,24.8,0.0,50.28,47.86,0.0,43.97,56.04,0.0,14.66,0.0,42.17,50.34,0.0,14.66,0.0,,41.31,14.35,3.72,0.0,,,26.92,36.36,50.34,42.59,12.36,3.72,,0.0,0.0,0.0,7.76,7.06,0.0,0.39,3.63,5.29,5.95,0.0,0.83,2.42,0.0,3.05,0.0,28.21,47.01,94.02,176.29,308.7,0.6,47.42,54.34,74.98,79.12,86.91,89.68,46.26,1.96,63.9,7.37,17.88,36.1,94.58,25.11,17.34,134.82,13.21,623.7,36.46,70.88,122.82,430.75,143.69,29.34,54.29,72.81,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.37,13.53,50.73,0.0,21.7,1.35,,,,49.66,50.99,43.8,,0.0,0.0,10.34,,,1.12,78.3,578,590,574,492,391,316,269,222,210,164,132,626,116,53,31,7,4776,9,514,598,501,350,286,267,223,178,164,103,83,598,59,34,19,10,6,3989,,,,,208,936,698,711,656,5262,688,1917,690,4574,566,1230,522,3345,229,237,235,1239,2862,166,598,259,2279,1428,8764,8764,0,,,,,9261,8689,0.053,0.087,0.269,0.074,0.578,0.454
1991,11,110045,1100452,BURITIS,63.27,4.03,41.14,52.47,53.96,85.21,69.2,0.91,1.5,48.41,27.16,32.25,23.32,32.69,22.92,36.19,40.85,40.85,0.0,0.0,0.0,0.0,59.15,59.15,0.0,16.39,19.48,0.0,0.0,0.0,10.5,12.47,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,12.47,10.5,0.0,0.0,,0.0,0.0,0.0,27.04,0.0,18.93,0.0,8.95,9.09,9.12,4.6,0.0,2.7,0.0,3.23,0.0,0.0,83.57,141.03,188.04,235.05,0.39,15.61,18.1,58.03,65.25,92.43,100.0,32.61,3.08,45.0,18.77,30.95,55.0,93.19,0.0,0.0,152.66,0.0,497.84,0.0,92.96,0.0,343.49,152.66,51.6,76.64,117.47,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,72.04,0.0,0.0,33.15,,,,87.53,39.0,31.42,,0.0,0.0,18.49,,,0.0,100.0,42,51,40,73,65,48,38,27,26,10,10,43,8,3,2,1,484,0,53,31,23,32,32,15,21,15,7,7,5,43,1,1,0,0,0,284,,,,,19,63,51,43,58,506,41,167,43,465,47,127,55,339,18,20,17,85,188,7,31,10,158,103,768,768,0,,,,,500,500,0.091,0.126,0.325,0.113,0.638,0.474
1991,11,110050,1100502,NOVO HORIZONTE DO OESTE,59.32,4.47,56.02,71.15,77.76,80.64,61.89,2.14,5.82,7.01,7.39,27.44,11.21,30.38,20.63,37.97,24.1,25.47,0.0,23.04,24.34,0.0,52.86,50.19,0.0,47.5,60.72,0.0,0.0,0.93,45.75,55.34,0.0,0.0,0.0,,48.56,11.63,4.18,0.0,,,8.48,18.49,55.34,45.83,11.27,3.76,,0.0,0.0,0.0,6.45,8.07,0.0,2.95,6.12,3.24,2.17,1.38,3.45,1.42,1.27,0.66,0.0,18.8,35.26,58.76,94.02,164.54,0.54,68.1,75.82,87.96,91.06,96.18,96.98,42.84,3.18,58.55,10.24,22.12,41.45,96.06,16.73,11.43,76.31,12.15,326.94,26.94,45.3,73.77,223.4,78.16,32.23,46.03,58.17,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1,3.27,59.07,0.0,7.73,1.65,,,,44.66,45.49,43.38,,0.0,11.66,4.4,,,4.09,92.27,843,820,727,591,516,385,283,247,232,231,167,769,137,78,41,20,6100,13,757,763,671,513,371,315,277,222,198,162,107,799,72,47,22,5,18,5319,,,,,347,1284,974,972,922,6668,852,2502,830,5816,763,1650,713,4166,331,299,314,1568,3704,244,763,342,3000,1816,11419,11419,0,,,,,11737,11460,0.032,0.041,0.199,0.038,0.572,0.362
1991,11,110060,1100601,CACAULÂNDIA,61.51,4.88,47.44,60.39,81.31,83.23,65.94,1.81,7.16,19.5,11.05,27.51,16.59,29.66,20.57,34.2,18.02,19.4,0.0,25.55,26.7,0.0,56.43,53.9,0.0,52.38,67.93,0.0,9.88,0.0,50.72,61.1,0.0,9.88,0.0,,63.59,15.74,5.8,0.0,,,10.02,10.14,61.1,50.72,15.74,3.42,,0.0,0.0,0.0,9.64,11.0,7.22,6.13,14.36,11.07,9.67,0.0,3.45,4.11,0.0,4.39,1.01,50.77,82.27,141.03,235.05,311.21,0.44,28.96,38.65,58.72,67.63,81.83,84.09,28.86,4.12,47.12,13.13,27.6,52.88,98.15,8.79,7.18,149.14,30.72,430.39,67.19,107.87,188.53,351.37,150.66,39.27,66.91,101.55,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.12,4.57,52.27,0.0,38.39,2.48,,,,38.9,38.05,28.17,,0.0,9.63,13.98,,,1.21,61.61,406,353,283,266,242,215,164,130,113,85,68,397,65,44,13,15,2860,1,391,336,256,220,176,175,130,90,62,63,49,371,37,10,5,6,1,2378,,,,,155,518,404,373,470,2984,344,1025,320,2640,289,681,298,1959,172,151,162,788,1650,95,336,184,1280,804,5238,5238,0,,,,,5300,5246,0.111,0.067,0.283,0.079,0.609,0.47
1991,11,110070,1100700,CAMPO NOVO DE RONDÔNIA,60.79,3.89,50.16,63.81,78.48,82.4,64.6,1.11,6.03,13.22,10.3,29.99,16.07,32.93,24.92,38.81,20.72,24.29,0.0,24.15,28.3,0.0,55.13,47.41,0.0,75.31,96.09,0.0,19.57,0.0,68.57,74.64,0.0,19.57,0.0,,82.12,56.49,14.42,2.98,,,33.51,40.8,74.64,70.71,46.57,14.42,,0.0,0.0,0.0,7.9,9.84,0.85,0.88,0.0,5.54,7.73,0.0,0.0,2.54,0.0,3.54,0.0,65.81,80.59,125.36,241.77,294.15,0.5,30.33,38.09,64.68,71.62,80.75,84.65,39.69,4.34,55.05,12.47,24.29,44.95,101.0,12.73,8.83,174.67,37.91,693.21,70.99,103.27,180.41,480.8,176.12,47.63,74.58,99.24,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.11,4.54,76.03,0.0,27.33,11.47,,,,25.36,31.71,24.53,,0.0,11.68,5.01,,,0.0,72.67,276,275,253,189,168,134,111,93,84,69,61,311,50,18,9,2,2103,2,247,262,192,137,137,107,107,79,68,43,31,259,18,4,6,1,0,1696,,,,,96,435,339,309,311,2171,282,770,280,1889,234,489,212,1401,116,113,110,559,1275,42,262,111,929,601,3799,3799,0,,,,,4199,4157,0.055,0.106,0.293,0.085,0.597,0.496
1991,11,110080,1100809,CANDEIAS DO JAMARI,59.66,4.05,54.65,69.43,87.02,81.05,62.51,2.61,6.34,17.47,13.22,28.13,15.92,30.01,17.41,34.4,19.69,22.82,0.0,21.04,21.49,53.77,59.28,55.69,46.23,60.1,72.73,12.94,15.81,0.0,57.85,63.28,8.17,15.81,0.0,,68.99,37.57,4.78,1.84,,,24.42,29.91,63.28,57.85,29.4,0.75,,1.74,0.0,0.0,9.32,18.72,11.21,15.17,20.92,15.89,14.09,9.45,7.73,6.64,13.12,6.25,0.49,56.41,94.02,145.73,250.72,374.51,0.71,27.32,33.6,57.44,67.87,81.55,89.24,65.05,2.35,74.46,6.86,14.21,25.54,85.09,37.93,21.7,325.36,38.27,2116.58,73.35,119.63,184.29,1211.28,332.84,44.25,74.19,106.48,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.99,18.33,73.59,0.0,72.04,9.6,,,,36.72,26.61,18.35,,0.0,22.41,19.92,,,2.75,27.96,613,575,410,329,307,295,251,219,153,161,105,592,82,63,36,17,4217,9,541,496,338,324,250,258,204,167,104,73,65,582,43,31,24,12,10,3522,,,,,239,847,653,635,685,4340,484,1401,441,3856,392,917,394,2939,230,232,237,1166,2497,202,496,286,1903,1241,7739,7739,0,,,,,7973,7794,0.159,0.136,0.366,0.143,0.578,0.595
1991,11,110090,1100908,CASTANHEIRAS,59.32,3.51,56.02,71.15,76.29,80.64,61.89,2.54,6.51,13.98,15.87,34.76,15.32,37.54,22.62,45.62,24.91,29.3,0.0,20.39,23.98,0.0,54.71,46.73,0.0,51.26,68.25,0.96,0.0,0.0,49.72,56.54,0.0,0.0,0.0,,60.17,29.52,2.83,0.0,,,4.41,8.93,57.24,50.24,29.52,2.27,,0.57,0.0,0.0,12.28,11.8,0.0,0.0,8.0,6.23,5.52,0.0,2.44,2.07,0.0,1.92,0.67,28.21,47.01,72.53,131.63,188.04,0.51,58.29,64.49,82.25,87.74,92.93,95.06,38.39,3.25,54.93,11.47,24.17,45.07,97.73,13.38,9.58,92.82,15.1,356.29,38.14,58.92,97.0,254.92,96.5,36.36,54.5,67.62,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.53,8.99,68.94,0.0,14.18,3.85,,,,42.76,41.91,39.8,,0.0,9.72,0.0,,,0.95,85.82,301,304,287,229,186,139,106,128,98,90,68,295,50,36,15,14,2355,9,294,304,246,179,150,115,109,91,87,58,45,295,36,18,8,7,5,2047,,,,,110,472,353,349,363,2609,334,941,336,2275,302,607,278,1668,122,125,107,601,1407,112,304,199,1154,729,4402,4402,0,,,,,4543,4369,0.062,0.042,0.221,0.048,0.572,0.394
1991,11,110092,1100924,CHUPINGUAIA,61.95,3.99,45.82,58.36,66.4,83.74,66.75,1.21,4.23,17.42,14.16,28.39,15.81,29.98,20.64,35.23,43.13,46.63,0.0,8.95,9.67,0.0,47.93,43.7,0.0,48.23,58.11,0.0,0.81,0.0,48.12,53.63,0.0,0.81,0.0,,59.03,21.24,0.22,1.99,,,13.45,29.88,53.63,48.12,21.24,0.22,,0.0,0.0,0.0,7.51,12.43,0.0,3.69,9.18,8.33,8.06,3.86,2.58,2.83,0.0,2.91,0.0,48.35,94.02,164.54,282.06,427.79,0.53,25.51,38.23,49.55,66.32,78.44,89.15,40.61,3.36,57.46,10.6,23.14,42.54,97.11,15.33,10.84,215.23,36.11,874.13,77.95,134.94,208.79,618.38,215.23,40.14,68.37,110.97,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.53,23.78,42.39,0.0,39.66,6.07,,,,46.37,40.39,28.58,,0.0,0.0,1.62,,,0.0,60.34,264,229,218,222,240,189,132,120,86,84,42,264,28,19,6,3,2148,3,260,227,190,188,154,142,97,79,51,41,22,261,12,9,6,2,0,1740,,,,,91,373,279,279,322,2383,239,819,236,2144,240,580,243,1564,111,112,94,495,1107,47,227,64,992,614,3887,3887,0,,,,,3548,3548,0.083,0.062,0.281,0.068,0.616,0.529
